respo,project,samptype,date8,night,nights,tele_7,survlgth,times,intrace,intgend,s_samptype,s_market,intro3,cell1,qs1,qa1,q921,q1half,dcdir,dcdirnew,q1aq1bnet,mainproblem,bowserappfull,bowsernet,q4_half,h_qord_q4a_q4f_q4a,h_qord_q4a_q4f_q4b,h_qord_q4a_q4f_q4c,h_qord_q4a_q4f_q4d,h_qord_q4a_q4f_q4e,h_qord_q4a_q4f_q4f,bowsercrime,q4anet,bowserhomeless,q4bnet,bowserpandemic,q4cnet,bowserhousing,q4dnet,bowserschools,q4enet,bowsersaferoads,q4fnet,regvoter,regparty,chancevote,h_aord_q7_1,h_aord_q7_2,h_aord_q7_3,q7,h_aord_q8_1,h_aord_q8_2,h_aord_q8_3,q8,mayor22,h_qord_q9a_q9d_q9a,h_qord_q9a_q9d_q9b,h_qord_q9a_q9d_q9c,h_qord_q9a_q9d_q9d,bowserfav,robertwhitefav,trayonwhitefav,mendfav,bowserrestrictions,vaccinemandate,vaccine,ratedcps,ratedcpsnet,parents,kidschool,q15,q14q15net,rateyourdcps,q16net,schoolspandemic,q17net,h_aord_q18_1,h_aord_q18_2,remoteschool,ratepolice,q13bnet,hoodsafe,q19net,crimevictim,q20net,q21_half,h_qord_q21a_q21d_q21a,h_qord_q21a_q21d_q21b,h_qord_q21a_q21d_q21c,h_qord_q21a_q21d_q21d,morepolice,q21anet,violenceinterruptors,q21bnet,econopportunity,q21cnet,gunsentences,q21dnet,homelesscamps,leavedc,leavedcwhere,leavedcfull,leavedcreason,affordhood,q24net,commandersname,q28net,choosename,h_aord_q30_1,h_aord_q30_2,fundfootballstadium,quad,quad2,q909,q909a,edubreak,colleduc,educnew,q910,q910a,agebreak,q918,racenet,income,income2,q29x,l1,c1,phonstat,q924,sex,lang,SITE,INT_Location,weight,allresp,white,age3anew,age50,college,income50,income3,income75,income4,racesex,raceeduc,raceinc,wardnew,kidschoolnet,survey,livedc,wardnew2
1632,29242-1001,LANDLINE RDD,20220211,10th night,13,1645,10.1064,3,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1a,Wrong track, ,wrong track NET,Crime/violence/guns,Disapprove STRONGLY,disapprove NET,Q4A-Q4C,3,1,2, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,(VOL) Neither/None,Robert White,Trayon White,Muriel Bowser,(VOL) Neither/None,None,4,3,1,2,Unfavorable,Unfavorable,Unfavorable,Favorable,Not enough,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Not safe at all,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,Hate it,Dislike NET,the Redskins,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,86, ,Age 65+,White,white,Under 20 thousand dollars, ,86,No, ,Landline Only,female,Female,English,FL,Virtual Call Center,.6533832,All adults,White,Age 65+,50+,College,<$50K,<$50K,Income <$75K,<$50K,White women,White college,White <$50K,3,No kids at home,20210214,20+ years,Ward 2/3
1732,29242-1001,LANDLINE RDD,20220206,5th night,13,1636,20.1719666666667,2,White,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,Balanced budget/improve finances,Approve STRONGLY,approve NET,Q4A-Q4C,3,1,2, , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,4,2,1,3,Favorable,Don't know enough to say,Favorable,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,Combination,"Yes, PUBLIC CHARTER SCHOOL",Charter,Good,Excellent/Good job NET,Not-so-good,Not-so-good/poor job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,provide both in-person and online instruction and allow parents to choose,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,"Yes, MYSELF",Household member victim of violent crime in past 5 years NET,Q20D-Q20E ASKED,2, ,3,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Support,Yes,D.C. suburbs,Would move to D.C. Suburbs,Crime,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Oppose,Favor,Favor,Northeast,West,Graduated high school, ,graduated high school,no college degree,high school or less,34, ,Age 30-39,White,white,50 to under 75 thousand, ,22,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,2.2540481,All adults,White,Age 18-39,18-49,Non-college,$50K+,$50-$100K,Income <$75K,$50-$100K,White women,White non-college,White $50K+,6,Have children in charter school,20210214,20+ years,Ward 5/6
1938,29242-1001,LANDLINE RDD,20220203,2nd night,13,1748,16.1734333333333,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Right direction,right direction NET,Crime/violence/guns,Disapprove STRONGLY,disapprove NET,Q4D-Q4F, , , ,3,1,2, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Poor job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Trayon White, , , , ,Trayon White,1,4,2,3,Unfavorable,Don't know enough to say,Favorable,Don't know enough to say,Not enough,Support,Yes,Excellent,Excellent/Good  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Not safe at all,not too/not safe at all NET,"(VOL) Yes, BOTH",Household member victim of violent crime in past 5 years NET,Q20D-Q20E ASKED,3, ,2,1,Would not reduce crime,Would not reduce crime, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Favor,Southeast,East,Some high school, ,less than high school,no college degree,high school or less,59, ,Age 50-64,Black,black,Under 20 thousand dollars, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,3.1110619,All adults,Non-white,Age 40-64,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,8,No kids at home,20210214,20+ years,Ward 7/8
2004,29242-1001,LANDLINE RDD,20220203,2nd night,13,1647,15.3385333333333,1,White,Female,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Other,Approve SOMEWHAT,approve NET,Q4A-Q4C,1,3,2, , , ,Not-so-good job,Not-so-good/poor job NET,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Independent, , , , , , , , , , ,3,1,4,2,Favorable,Don't know enough to say,Don't know enough to say,Unfavorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Dislike it,Dislike NET,(VOL) Other (Specify),Oppose,Favor,Oppose,Southwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,(VOL) Refused,55-64,Age 50-64,Black,black,(VOL) NA/Refused, ,30,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.6878727,All adults,Non-white,Age 40-64,50+,College, , , , ,Nonwhite women,Black college, ,7,No kids at home,20210214,20+ years,Ward 7/8
2113,29242-1001,LANDLINE RDD,20220203,2nd night,13,1855,14.7844666666667,1,Black,Female,1,Wash DC,Continue, , ,Yes,Male,Q1a,(VOL)  DK/No Opinion, ,DK/No opinion,Race issues/income inequality/gentrification,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,1,3, , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Very likely to vote,Trayon White,Muriel Bowser,Robert White,Muriel Bowser, , , , ,Muriel Bowser,3,2,4,1,Favorable,Don't know enough to say,Unfavorable,Favorable,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,2,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Very easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Favor,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,74, ,Age 65+,White,white,100 thousand or more,100 to under 150 thousand,56,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.3195358,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$100K-$200K,White men,White college,White $50K+,3,No kids at home,20210214,20+ years,Ward 2/3
2283,29242-1001,LANDLINE RDD,20220208,7th night,13,1538,14.5143,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Housing costs/low-income housing/more affordable housing,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Probably will vote,Trayon White,Muriel Bowser,Robert White,Robert White, , , , ,Robert White,2,4,3,1,Unfavorable,Favorable,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, A LOT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northwest, ,Graduated high school, ,graduated high school,no college degree,high school or less,85, ,Age 65+,Black,black,Under 20 thousand dollars, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.5680738,All adults,Non-white,Age 65+,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,6,No kids at home,20210214,20+ years,Ward 5/6
2710,29242-1001,LANDLINE RDD,20220209,8th night,13,1848,18.9461333333333,2,Black,Male,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,The coronavirus pandemic,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,Muriel Bowser, , , , ,Muriel Bowser,1,4,2,3,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,"Yes, SOMEONE ELSE IN HOUSEHOLD",Household member victim of violent crime in past 5 years NET,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat difficult,Difficult NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,(VOL) Refused,55-64,Age 50-64,White,white,(VOL) NA/Refused, ,37,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.6204048,All adults,White,Age 40-64,50+,College, , , , ,White women,White college, ,3,No kids at home,20210214,20+ years,Ward 2/3
2731,29242-1001,LANDLINE RDD,20220205,4th night,13,1341,16.48835,4,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1a,Wrong track, ,wrong track NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4A-Q4C,1,3,2, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,Robert White, , , , ,Robert White,1,3,2,4,Favorable,Favorable,Don't know enough to say,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,D.C. public schools, ,Public,Excellent,Excellent/Good job NET,Not-so-good,Not-so-good/poor job NET,require all students to attend school in person,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, A LOT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,47, ,Age 40-49,Other race,other,100 thousand or more,250 thousand or more,12,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.3691233,All adults,Non-white,Age 40-64,18-49,College,$50K+,$100K+,Income $75K+,$200K+,Nonwhite women,Black college, Black $50K+,3,Have children in public school,20210214,10-19 years,Ward 2/3
2941,29242-1001,LANDLINE RDD,20220213,12th night,13,1444,15.7287666666667,3,Black,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,Poverty/homelessness,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,DK/No opinion,"Yes, registered",Independent, , , , , , , , , , ,3,2,4,1,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,No, ,Would not move, ,Somewhat easy,Easy NET,Like it,Like NET,the Commanders,Oppose,Favor,Favor,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,74, ,Age 65+,White,white,100 thousand or more,100 to under 150 thousand,52,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.731559,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$100K-$200K,White women,White college,White $50K+,2,No kids at home,20210214,20+ years,Ward 2/3
3029,29242-1001,LANDLINE RDD,20220209,8th night,13,1822,12.8298166666667,2,Other race,Female,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,2,3,1, , , , , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",(VOL) DK/No Opinion, , , , , , , , , , ,4,2,1,3,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Not enough,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,2,3,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Oppose,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Somewhat difficult,Difficult NET,Like it,Like NET,the Redskins,Favor,Oppose,Oppose,Northwest, ,Graduated high school, ,graduated high school,no college degree,high school or less,38, ,Age 30-39,Black,black,Under 20 thousand dollars, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,1.1391181,All adults,Non-white,Age 18-39,18-49,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,4,No kids at home,20210214,20+ years,Ward 1/4
3030,29242-1001,LANDLINE RDD,20220214,13th night,13,1947,19.8519666666667,3,White Hispanic,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,(VOL)  DK/No Opinion, ,DK/No opinion,Other,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,2,1,3, , , , , , ,Not-so-good job,Not-so-good/poor job NET,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Trayon White,Robert White,Muriel Bowser, , , , ,Muriel Bowser,4,2,3,1,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Not enough,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,2, ,3,1,"Would reduce crime, A LOT",Would reduce crime NET, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Very difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Oppose,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,65, ,Age 65+,White,white,100 thousand or more,150 to under 200 thousand,26,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,TX,Virtual Call Center,.3450185,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$100K-$200K,White women,White college,White $50K+,4,No kids at home,20210214,20+ years,Ward 1/4
3181,29242-1001,LANDLINE RDD,20220210,9th night,13,1840,14.6480166666667,2,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Economy/economic development,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,"Yes, registered",Democrat,Very likely to vote,Trayon White,Muriel Bowser,Robert White,(VOL) DK/No Opinion,Trayon White,Muriel Bowser,Robert White,Trayon White,Trayon White,4,3,2,1,Unfavorable,Favorable,Favorable,Don't know enough to say,Not enough,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Like it,Like NET,the Washington Football Team,Oppose,Favor,Oppose,Southeast,West,Graduated high school, ,graduated high school,no college degree,high school or less,83, ,Age 65+,Black,black,20 to under 35 thousand, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.5680738,All adults,Non-white,Age 65+,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,6,No kids at home,20210214,20+ years,Ward 5/6
3200,29242-1001,LANDLINE RDD,20220204,3rd night,13,1923,13.0460833333333,3,White,Male,1,Wash DC,Continue, , ,Yes,Male,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,Excellent job,Excellent/Good job NET,"Yes, registered",Republican, , , , , , , , , , ,2,3,1,4,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,No, ,Would not move, ,Very easy,Easy NET,Hate it,Dislike NET,the Redskins,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,63, ,Age 50-64,Hispanic,Hispanic,100 thousand or more,250 thousand or more,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.3795397,All adults,Non-white,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$200K+,Nonwhite men,Black college, Black $50K+,3,No kids at home,20210214,20+ years,Ward 2/3
3515,29242-1001,LANDLINE RDD,20220203,2nd night,13,1749,10.3923333333333,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,Disapprove SOMEWHAT,disapprove NET,Q4D-Q4F, , , ,3,1,2, , , , , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Muriel Bowser,Trayon White,Muriel Bowser, , , , ,Muriel Bowser,4,3,2,1,Unfavorable,Don't know enough to say,Unfavorable,Favorable,Right amount,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,No, ,Would not move, ,Very easy,Easy NET,Like it,Like NET,(VOL) Other (Specify),Oppose,Favor,Oppose,Northeast,West,Graduated college,Bachelors degree,some college +,college degree,college degree,81, ,Age 65+,White,white,100 thousand or more,200 to under 250 thousand,42,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.4863293,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$200K+,White women,White college,White $50K+,6,No kids at home,20210214,20+ years,Ward 5/6
3618,29242-1001,LANDLINE RDD,20220203,2nd night,13,1946,15.8798666666667,1,Black,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,The coronavirus pandemic,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,3,1, , , ,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",(VOL) DK/No Opinion, , , , , , , , , , ,3,1,2,4,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,1,2,(VOL) DK/No Opinion,DK/No opinion, , ,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,DK/No opinion,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Like it,Like NET,the Commanders,Oppose,Favor,Favor,Northwest, ,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,(VOL) Refused,65 or older,Age 65+,(VOL) DK/No Opinion,DK/No opinion,(VOL) NA/Refused, ,59,No, ,Landline Only,female,Female,English,FL,Virtual Call Center,1.1474011,All adults, ,Age 65+,50+,Non-college, , , , , , , ,3,No kids at home,20210214,20+ years,Ward 2/3
3620,29242-1001,LANDLINE RDD,20220204,3rd night,13,1600,16.8795,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,(VOL) NA/Refused, ,Housing costs/low-income housing/more affordable housing,(VOL) DK/No Opinion,DK/No opinion,Q4A-Q4C,1,2,3, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Robert White,Muriel Bowser,Robert White, , , , ,Robert White,3,2,4,1,Unfavorable,Favorable,(VOL) DK/No Opinion,Unfavorable,(VOL) DK/No Opinion,Support,Yes,(VOL) NA/Refused, ,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,1,2,(VOL) DK/No Opinion,DK/No opinion, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Oppose,No, ,Would not move, ,(VOL) DK/No Opinion,DK/No opinion,Dislike it,Dislike NET,(VOL) DK/No Opinion,Favor,Oppose,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,(VOL) Refused,65 or older,Age 65+,White,white,(VOL) NA/Refused, ,38,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.6665453,All adults,White,Age 65+,50+,College, , , , ,White women,White college, ,1,No kids at home,20210214,20+ years,Ward 1/4
3954,29242-1001,LANDLINE RDD,20220203,2nd night,13,1953,19.8144666666667,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,(VOL)  DK/No Opinion,DK/No opinion,Poverty/homelessness,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,1,3, , , ,(VOL) DK/No Opinion,DK/No opinion,Poor job,Not-so-good/poor job NET,Excellent job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,3,2,1,4,Favorable,Don't know enough to say,Don't know enough to say,Favorable,(VOL) DK/No Opinion,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,(VOL) DK/No Opinion,DK/No opinion,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Oppose,No, ,Would not move, ,Very easy,Easy NET,Dislike it,Dislike NET,(VOL) DK/No Opinion,Oppose,Favor,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,91, ,Age 65+,White,white,(VOL) NA/Refused, ,40,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.3143568,All adults,White,Age 65+,50+,College, , , , ,White women,White college, ,3,No kids at home,20210214,20+ years,Ward 2/3
