id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000393,.7792,English,qualified,61,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Divorced,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"Yes, I am willing to be interviewed"
257000394,1.6595,English,qualified,45,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",3,"Less than $10,000",Never married,Metro,MidWest,Rented for cash,Ohio,Homemaker,Not working,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
257000395,.9529,English,qualified,54,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not so confident,Catholic,No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000396,1.2614,English,qualified,76,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",3,"$25,000 to $49,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Arkansas,Retired,Not working,not parents of children 0-17 YO,No opinion,Unfavorable,Somewhat serious,Should,Yes,Should,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,65+,"No, I am not willing to be interviewed"
257000397,1.1396,English,qualified,18,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",Six or more,"$100,000 to $149,999",Never married,Metro,West,Owned or being bought by you or someone in your household,Utah,Full Time Student,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Yes,Should,Don’t know,Mormon,No,Something else,18-29,"No, I am not willing to be interviewed"
257000398,.9256,English,qualified,19,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$10,000 to $24,999",Never married,Non-Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Full Time Student,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Skipped,Skipped,Skipped,Should not,Skipped,Skipped, ,A Republican,18-29,"No, I am not willing to be interviewed"
257000399,.7873,English,qualified,72,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"Less than $10,000",Never married,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
257000400,.8758,English,qualified,70,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Divorced,Metro,West,Rented for cash,Washington,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"No, I am not willing to be interviewed"
257000401,.5712,English,qualified,74,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Non-Metro,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,Mormon,No,An Independent,65+,"Yes, I am willing to be interviewed"
257000402,.8062,English,qualified,18,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",5,"$150,000 or more",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Not so confident,Jewish, ,An Independent,18-29,"Yes, I am willing to be interviewed"
257000403,.9237,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Non-Metro,South,Rented for cash,Arkansas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Don’t know,Don’t know,Should not,Not confident at all,No religion, ,An Independent,65+,"Yes, I am willing to be interviewed"
257000404,.7203,English,qualified,67,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000405,1.1163,English,qualified,63,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"Less than $10,000",Divorced,Metro,MidWest,Rented for cash,Michigan,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,No religion, ,A Republican,50-64,"No, I am not willing to be interviewed"
257000406,1.2021,English,qualified,33,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$10,000 to $24,999",Never married,Non-Metro,South,Rented for cash,Tennessee,Other,Not working,not parents of children 0-17 YO,Favorable,Don’t know,Not too serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"No, I am not willing to be interviewed"
257000407,.9358,English,qualified,47,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,missing data,Unfavorable,Unfavorable,Very serious,Should,No,Should,Somewhat confident,Skipped, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000408,.6811,English,qualified,61,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Maryland,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,50-64,"No, I am not willing to be interviewed"
257000409,.9531,English,qualified,72,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Non-Metro,MidWest,Rented for cash,Missouri,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Don’t know,Should,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,65+,"Yes, I am willing to be interviewed"
257000410,1.7884,English,qualified,40,No high school diploma or GED,Less than high school,Male,Hispanic,4,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Should not,Don’t know,Should not,Don’t know,Other Christian religion,Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000411,.6703,English,qualified,29,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Currently laid off,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Don’t know,Catholic,No,A Democrat,18-29,"No, I am not willing to be interviewed"
257000412,2.4423,English,qualified,20,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",Six or more,"$100,000 to $149,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,No opinion,Unfavorable,Very serious,Should,Don’t know,Should,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,18-29,"Yes, I am willing to be interviewed"
257000413,.5669,English,qualified,76,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Other Christian religion,Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000414,1.1745,English,qualified,27,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,West,Rented for cash,Utah,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Not so confident,Mormon,No,An Independent,18-29,"No, I am not willing to be interviewed"
257000415,1.7222,English,qualified,24,No high school diploma or GED,Less than high school,Male,Hispanic,3,"$10,000 to $24,999",Never married,Metro,South,Rented for cash,Oklahoma,Self-employed,Working full-time,parents of children 0-17 YO,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,No religion, ,An Independent,18-29,"No, I am not willing to be interviewed"
257000416,1.3793,English,qualified,38,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Yes,Should,Don’t know,Other Christian religion,No,An Independent,30-49,"No, I am not willing to be interviewed"
257000417,1.9502,English,qualified,32,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Homemaker,Not working,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"No, I am not willing to be interviewed"
257000418,.5533,English,qualified,61,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
257000419,.7145,English,qualified,52,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",1,"Less than $10,000",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Self-employed,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Yes,Should,Don’t know,No religion, ,Something else,50-64,"Yes, I am willing to be interviewed"
257000420,.6527,English,qualified,73,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Metro,West,Rented for cash,Nevada,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Don’t know,No religion, ,An Independent,65+,"No, I am not willing to be interviewed"
257000421,.6003,English,qualified,78,No high school diploma or GED,Less than high school,Male,"Other, Non-Hispanic",4,"$75,000 to $99,999",Widowed,Metro,West,Rented for cash,California,Other,Not working,not parents of children 0-17 YO,Favorable,Favorable,Somewhat serious,Should,Yes,Should,Somewhat confident,Catholic,No,A Democrat,65+,"No, I am not willing to be interviewed"
257000422,.7489,English,qualified,85,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Not too serious,Don’t know,Yes,Don’t know,Not confident at all,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000423,1.1293,English,qualified,51,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000424,1.011,English,qualified,31,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Somewhat serious,Should,Don’t know,Should,Somewhat confident,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000425,.7727,English,qualified,43,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Hindu, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000426,1.711,English,qualified,36,Some college or Associate degree,Some college,Male,Hispanic,3,"$25,000 to $49,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Favorable,Somewhat serious,Should,No,Should,Somewhat confident,Catholic,No,A Democrat,30-49,"No, I am not willing to be interviewed"
257000427,.6926,English,qualified,66,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Retired,Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,An Independent,65+,"No, I am not willing to be interviewed"
257000428,1.5487,English,qualified,54,Some college or Associate degree,Some college,Male,Hispanic,Six or more,"$100,000 to $149,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
257000429,1.5767,English,qualified,45,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",4,"$25,000 to $49,999",Divorced,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Somewhat serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
257000430,1.0214,English,qualified,43,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000431,1.7323,Spanish,qualified,38,Some college or Associate degree,Some college,Male,Hispanic,4,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not so confident,Catholic,No,A Republican,30-49,"Yes, I am willing to be interviewed"
257000432,1.7756,English,qualified,34,Bachelor’s degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Don’t know,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
257000433,.9909,English,qualified,58,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Other non-Christian religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000434,.6003,English,qualified,68,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,65+,"No, I am not willing to be interviewed"
257000435,.966,English,qualified,49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Kentucky,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Somewhat serious,Should,No,Should,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
257000436,.3926,English,qualified,25,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Never married,Non-Metro,West,Rented for cash,Nevada,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,No opinion,Not too serious,Don’t know,Don’t know,Don’t know,Don’t know,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
257000437,.99,English,qualified,68,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,No,Should,Somewhat confident,Other Christian religion,No,An Independent,65+,"No, I am not willing to be interviewed"
257000438,.7868,English,qualified,35,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,A Republican,30-49,"No, I am not willing to be interviewed"
257000439,1.04,English,qualified,43,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",Six or more,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,30-49,"No, I am not willing to be interviewed"
257000440,1.0283,English,qualified,42,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,West,Rented for cash,California,Self-employed,Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Don’t know,Should,Somewhat confident,Other Christian religion,No,A Democrat,30-49,"No, I am not willing to be interviewed"
257000441,1.1804,English,qualified,57,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Other Christian religion,Yes,A Republican,50-64,"Yes, I am willing to be interviewed"
257000442,.6129,English,qualified,48,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Never married,Metro,West,Rented for cash,Oregon,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,Don’t know,Should,Somewhat confident,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000443,1.2606,English,qualified,63,No high school diploma or GED,Less than high school,Female,"Other, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Skipped,Somewhat serious,Don’t know,Don’t know,Should,Not so confident,Hindu, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000444,.9698,English,qualified,53,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Homemaker,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,No religion, ,Something else,50-64,"No, I am not willing to be interviewed"
257000445,1.296,English,qualified,65,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,1,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Don’t know,Catholic,Yes,A Democrat,65+,"No, I am not willing to be interviewed"
257000446,1.2091,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000447,1.4328,English,qualified,35,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$25,000 to $49,999",Never married,Metro,West,Rented for cash,New Mexico,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,No opinion,Unfavorable,Not too serious,Should not,Don’t know,Don’t know,Don’t know,Catholic,No,An Independent,30-49,"No, I am not willing to be interviewed"
257000448,.6171,English,qualified,75,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Other Christian religion,Yes,An Independent,65+,"No, I am not willing to be interviewed"
257000449,1.9074,English,qualified,23,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,3,"$75,000 to $99,999",Never married,Metro,South,Rented for cash,Louisiana,Other,Not working,not parents of children 0-17 YO,Favorable,Favorable,Not serious at all,Should,Yes,Should,Very confident,Other Christian religion,No,Something else,18-29,"No, I am not willing to be interviewed"
257000450,.7272,English,qualified,33,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Yes,Should not,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,30-49,"Yes, I am willing to be interviewed"
257000451,1.3743,English,qualified,23,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",4,"$10,000 to $24,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Other,Not working,not parents of children 0-17 YO,No opinion,No opinion,Somewhat serious,Don’t know,No,Don’t know,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,18-29,"No, I am not willing to be interviewed"
257000452,.4678,English,qualified,64,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Retired,Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"Yes, I am willing to be interviewed"
257000453,1.0398,English,qualified,50,Master’s degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Rented for cash,New York,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000454,.5556,English,qualified,67,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,65+,"No, I am not willing to be interviewed"
257000455,.9678,English,qualified,38,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Somewhat confident,Other Christian religion,No,A Democrat,30-49,"No, I am not willing to be interviewed"
257000456,1.2249,English,qualified,36,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,No opinion,No opinion,Don’t know,Don’t know,Don’t know,Don’t know,Not so confident,Other Christian religion,No,An Independent,30-49,"No, I am not willing to be interviewed"
257000457,.886,English,qualified,28,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Never married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Very confident,No religion, ,A Democrat,18-29,"No, I am not willing to be interviewed"
257000458,1.5281,English,qualified,52,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",3,"$10,000 to $24,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Self-employed,Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Democrat,50-64,"No, I am not willing to be interviewed"
257000459,1.2187,English,qualified,48,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,No religion, ,An Independent,30-49,"No, I am not willing to be interviewed"
